case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e20_style_specificity,Hold4TwoStage_e20_structure_preservation,Hold4TwoStage_e20_artifact_control,Hold4TwoStage_e20_note
Rococo__benjamin-west_self-portrait-1770__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Impressionist brushwork. Structure is preserved but overly blurred.,5,5,5,Excellent Impressionist style with visible brushstrokes and color blending. Structure is well-preserved and artifacts are minimal.,3,3,2,"Moderate style transfer with some Impressionist elements, but structure is distorted and artifacts are noticeable."
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Faint Ukiyo-e influence but overly washed out; structure preserved but lacks stylistic definition.,5,5,5,Excellent Ukiyo-e style transfer with strong color and line work; structure and content fully preserved.,1,2,1,"Severely degraded output; almost no style or structure retained, heavy artifacts and blur."
Minimalism__agnes-martin_happy-valley-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Output is nearly blank with no discernible style or structure; fails completely.,5,5,5,"Perfectly captures Rococo ornamental frame structure and decorative motifs; clean, artifact-free, and stylistically precise.",1,1,2,Nearly blank output with faint smudges; no style or structure preserved; minor artifacts from noise.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; appears as a soft blur with minimal Ukiyo-e characteristics. Structure is preserved but overly smoothed.,5,5,5,Excellent style transfer with clear Ukiyo-e color palette and line work. Structure is perfectly preserved with no artifacts.,3,4,3,"Moderate style transfer with some color shifts and texture, but lacks the crispness of Ukiyo-e. Some haze/artifacts present."
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast output; style is ambiguous and lacks Renaissance characteristics. Structure is partially preserved but washed out. High artifact presence due to over-blurring and loss of detail.",5,5,5,"Excellent Early Renaissance style transfer with appropriate color palette, lighting, and texture. Source structure is well-preserved with clear architectural details. Minimal artifacts; clean and coherent output.",3,3,2,Moderate style transfer with some Renaissance-like tones but overly hazy and low-contrast. Structure is visible but obscured by foggy artifacts. Poor artifact control due to excessive smoothing and loss of sharpness.
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e20,4,2,3,3,"Very blurry and washed-out; minimalism not clearly expressed, structure is preserved but degraded by blur.",5,5,4,Strong geometric minimalism with clean color blocks; structure well preserved; minor hard edges but overall high fidelity.,3,4,5,"Soft, hazy aesthetic with low contrast; structure mostly intact; very few artifacts but style is ambiguous and lacks clear minimalism."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; style is vague and lacks Ukiyo-e linearity or color palette. Structure is somewhat preserved but blurred. Heavy artifacts from over-smoothing.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color regions, and appropriate paper-like texture. Structure is perfectly preserved with no distortion. Clean output with minimal artifacts.",3,4,3,Moderate style transfer — some Ukiyo-e coloring and texture present but overly hazy and low-contrast. Structure is mostly intact but softened. Some blotchy artifacts in background and clothing.
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Preserves structure perfectly but lacks any impressionist texture or color variation; appears as a flat, unstyled copy.",4,4,3,Strongest impressionist texture and color blending; slight over-smoothing and minor edge artifacts reduce structural fidelity slightly.,3,3,2,Shows some stylistic intent with soft brushwork but suffers from significant blurring and loss of detail; moderate structure retention.
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very pale, washed-out cube; minimal Renaissance texture or color fidelity. Structure preserved but style transfer is weak and blurry.",5,5,5,Excellent match to Early Renaissance palette and texture. Cube retains sharp geometry with subtle shading and warm tones consistent with target style. No visible artifacts.,3,4,2,Slight color shift toward pinkish hue; some smudging and haloing around edges. Style partially captured but lacks richness and introduces soft artifacts.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; image appears washed out and lacks ornamental detail. Structure is somewhat preserved but blurry. Heavy artifacts and loss of texture.,5,5,5,"Excellent Rococo style transfer with ornate frame, soft pastel tones, and elegant brushwork. Structure is perfectly preserved. No visible artifacts.",1,2,1,"Fails to apply Rococo style; image is heavily distorted with smudged, abstracted forms. Structure is barely recognizable. Severe artifacts throughout."
Rococo__antoine-watteau_the-delicate-musician__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Faint impressionistic washes but lacks brushwork texture; structure preserved but overly blurred and low-contrast.,5,5,5,"Excellent Impressionist brushwork, color harmony, and faithful preservation of pose and composition; minimal artifacts.",3,4,4,Moderate style transfer with soft edges and muted tones; structure mostly intact but lacks vivid Impressionist character.
Minimalism__eva-hesse_expanded-expansion-1969__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly bright and washed-out; lacks Renaissance texture and tonal depth. Structure is preserved but colors are unnatural.,5,5,5,"Excellent match to Early Renaissance sketch style — muted tones, visible line work, aged paper texture. Structure perfectly preserved with no artifacts.",3,4,3,Moderate style transfer with some Renaissance feel but overly smooth and lacks fine detail. Some overexposure at top edges.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Rococo style transfer; frame texture is muddy and lacks ornate detail. Structure is somewhat preserved but distorted. Heavy artifacts and blurring degrade quality.,5,5,5,"Excellent Rococo style capture with ornate, gilded frame and soft pastel tones. Structure is well-preserved with accurate pose and framing. Minimal artifacts; clean and polished output.",3,2,1,"Some Rococo elements present but heavily degraded. Structure is warped and distorted. Severe artifacts including tearing, noise, and loss of detail make output unusable."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and indistinct; fails to capture Rococo elegance or detail. Structure is barely recognizable. Heavy smearing and lack of texture.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and refined brushwork. Source structure (man, horse, pose) is perfectly preserved. No visible artifacts.",3,2,2,"Some Rococo color palette and softness, but structure is severely distorted with floating limbs and broken forms. Artifacts include unnatural shapes and disjointed elements."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low Rococo style transfer; heavy texture artifacts and loss of color fidelity; structure is somewhat preserved but obscured by noise.,5,5,5,Excellent Rococo style integration with ornate frame and soft pastel tones; source structure perfectly preserved; minimal artifacts.,3,3,2,Moderate Rococo influence but overly blurred and smudged; structure is distorted; significant visual artifacts degrade quality.
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo color palette but lacks ornamental detail; structure is partially preserved but heavily blurred; significant vertical smearing artifacts.,5,5,5,Excellent Rococo styling with ornate frame and soft pastel tones; source composition perfectly preserved; no visible artifacts.,2,2,1,Minimal style transfer; heavy distortion and blocky artifacts obscure both style and structure; fails to convey Rococo aesthetics.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,"Very faint, washed-out style; lacks Ukiyo-e characteristics like bold lines or color blocking. Structure is preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e style transfer with strong line work, vibrant colors, and clear compositional fidelity to source. Minimal artifacts.",2,3,4,Similar to LBM — very pale and indistinct style application. Fails to convey Ukiyo-e aesthetics. Structure is somewhat retained but lacks definition.
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic wash; structure preserved but style is weak and indistinct.,5,5,5,Excellent impressionist brushwork and color blending while perfectly preserving original composition and details.,1,2,1,Overly blurred and washed out; structure is lost and style is barely perceptible.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out and hazy; loses both color richness and structural clarity. Style transfer is weak and indistinct.,5,5,5,Excellent Impressionist brushwork and color palette while preserving original composition and figure details. Minimal artifacts.,3,2,2,Heavy blur and loss of detail; structure is significantly degraded. Style is vague and lacks definition.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly washed out and lacks Early Renaissance detail; structure is preserved but style is too diffuse and modern.,5,5,5,"Excellent match to Early Renaissance palette and brushwork; source structure (road, figures, sky) is well preserved with no visible artifacts.",3,4,3,"Moderate style transfer with some Renaissance-like tones, but lacks fine detail; structure is mostly intact but slightly blurred."
