case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e01_style_specificity,DualPathFresh_e01_structure_preservation,DualPathFresh_e01_artifact_control,DualPathFresh_e01_note
Rococo__william-hogarth_the-countess-s-morning-levee__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure partially preserved but details lost.",5,5,5,"Excellent minimalism with clean geometry, strong color blocking, and full structural fidelity to source composition.",3,4,3,Moderate stylization with some haze; structure mostly intact but lacks crisp minimalism and has soft artifacts.
Ukiyo_e__utagawa-kuniyoshi_ishiyakushi__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Renaissance style; heavy artifacts and distorted structure.,5,5,5,Excellent Renaissance style transfer with clean structure and minimal artifacts.,3,4,3,Moderate style transfer with some artifacts and minor structural distortions.
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,Seedream_repaired750,4,2,3,2,Heavy texture and dark vignette obscure Rococo lightness; figures are recognizable but stylistically muddled.,5,4,5,"Excellent Rococo pastel palette, ornate frame, and soft brushwork; structure well preserved with minimal artifacts.",3,5,4,Good structural fidelity and moderate Rococo tones; lacks ornamental framing and some stylistic softness compared to D.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure preserved well but style is too muted and lacks impressionist brushwork; background is flat gray with no texture.,5,5,5,"Excellent impressionist style with visible brushstrokes, rich color blending, and dark atmospheric background; structure perfectly preserved with no artifacts.",3,4,2,"Some impressionist feel in hair and clothing but overly blurred and smudged; background is indistinct gray haze, reducing clarity and introducing softness artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,Very low style transfer; output is nearly identical to source with minimal stylistic influence. Structure preserved but no artistic reinterpretation.,5,5,4,"Excellent minimalism: clean geometry, flat colors, simplified forms. Faithfully preserves scene structure while fully adopting target style. Minor edge artifacts in sailboat rigging.",3,4,3,"Moderate minimalism attempt — some flattening and color simplification, but retains painterly texture and haze. Structure mostly intact but lacks crispness of true minimalism."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very abstract and blurry; minimal Rococo detail or structure preserved. Heavy artifacts and loss of scene coherence.,5,5,5,"Excellent Rococo style transfer with ornate borders, soft colors, and clear narrative scene. Structure fully preserved, no visible artifacts.",3,4,3,"Moderate Rococo feel with some decorative elements, but overly stylized and ghostly figures. Some structural distortion and smudging present."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,1,5,5,Preserves source structure perfectly but fails to apply any Ukiyo-e style; appears as a faded sketch.,5,4,5,Strong Ukiyo-e aesthetic with appropriate color palette and brushwork; structure is well-preserved with minor stylization of limbs.,2,4,4,Shows some stylistic influence but remains too close to the source sketch; lacks bold Ukiyo-e characteristics.
Minimalism__fernando-lanhas_o39-68-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,DualPathFresh_e01,4,2,5,3,Preserves source geometry well but applies minimal Rococo styling; appears mostly grayscale with faint texture.,5,3,4,Strong Rococo aesthetic with floral motifs and ornate borders; structure is distorted but stylistically faithful.,3,4,5,Clean output with good structure retention; mild Rococo tinting but lacks strong stylistic elements.
Rococo__thomas-gainsborough_john-plampin__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very washed-out, low-contrast output; Ukiyo-e style is barely perceptible. Structure is preserved but lacks stylistic fidelity and color richness.",5,5,5,"Excellent Ukiyo-e style transfer with bold outlines, flat color planes, and traditional composition. Source structure is well-preserved with no visible artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color and line work, but overly hazy and low-contrast. Structure is mostly intact but suffers from softness and loss of detail."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Heavy vignetting and dark borders obscure content; style transfer is weak and muddy, with poor color fidelity to Rococo.",5,5,5,"Excellent Rococo aesthetic with soft pastels, ornate framing, and delicate textures; structure fully preserved with no visible artifacts.",3,4,3,Moderate style transfer with some Rococo tones but lacks refinement; slight blurring and color bleeding reduce clarity and elegance.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; lacks Impressionist brushwork clarity and color vibrancy. Structure is preserved but heavily degraded by noise and low contrast.,5,5,5,"Excellent Impressionist style with visible brushstrokes, rich autumnal palette, and clear figure/landscape structure. Minimal artifacts; best overall fidelity to target style and source content.",3,4,3,"Moderate Impressionist feel with some texture, but colors are muted and figures lack definition. Some smudging and loss of detail in foreground elements."
Rococo__benjamin-west_self-portrait-1770__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Strong geometric abstraction aligned with minimalism; excellent structure retention and clean output.,3,3,3,Moderate minimalism with soft blur; structure somewhat preserved but lacks sharpness and clarity.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy vignetting and dark borders obscure content; Rococo elements are muted and indistinct.,5,5,5,"Excellent Rococo styling with ornate details, soft pastel tones, and flawless structure retention.",3,4,3,Moderate Rococo influence with some ornamental framing; slight blurring and color wash reduce clarity.
Early_Renaissance__piero-della-francesca_portrait-of-a-boy__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Output is overly smooth and lacks texture; style transfer is weak and blurry, with poor preservation of fine details like hair strands and fabric patterns.",5,5,5,"Excellent preservation of source structure and faithful application of Early Renaissance style with appropriate color palette, lighting, and texture. No visible artifacts.",3,4,3,"Structure is well preserved, but style transfer is inconsistent — some areas appear washed out or over-smoothed. Minor artifacts in background and shoulder region."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,DualPathFresh_e01,4,2,4,3,Minimal style transfer; mostly grayscale with faint color hints. Structure preserved but lacks impressionist brushwork or color vibrancy.,5,4,3,Strong impressionist palette and soft blending; wave structure slightly softened but still recognizable. Minor artifacts in sky/water transition.,3,5,5,"Excellent structural fidelity and clean output, but style is muted — lacks vivid impressionist color and texture. Appears more like a filtered version than true style transfer."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,DualPathFresh_e01,4,2,3,2,Weak Rococo influence; heavy vignetting and color desaturation obscure both style and structure.,5,4,3,"Strong Rococo aesthetic via ornate frame, soft pastel palette, and romanticized lighting; minor structural softening but overall compelling style transfer.",3,5,5,"Excellent structural fidelity and clean output, but only subtle Rococo hints (light washes); lacks ornamental or chromatic intensity of target style."
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low saturation; impressionistic brushwork is vague and muddy. Structure is partially preserved but colors are desaturated and indistinct.",5,5,5,"Excellent impressionist rendering with vibrant, varied brushstrokes and color palette. Structure is perfectly preserved within the circular frame. No visible artifacts.",3,4,3,"Moderate impressionist style with some color variation, but overly hazy and low-contrast. Structure is mostly intact but edges are soft and blurry. Some smudging artifacts present."
Minimalism__robert-mangold_untitled-fcpa-1995__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,4,Minimal style transfer; colors are muted and lack Ukiyo-e texture or ink wash. Structure preserved well but no stylistic elements applied.,5,5,5,"Excellent Ukiyo-e style: visible woodblock texture, gradient ink wash, and traditional color palette. Structure perfectly preserved with clean lines and no artifacts.",3,3,3,"Some Ukiyo-e influence in color blending and soft edges, but lacks texture and definition. Structure slightly blurred; minor smudging artifacts present."
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Faint Ukiyo-e influence but overly washed out; structure preserved but lacks stylistic definition; artifacts from low contrast and blur.,5,5,5,"Strong Ukiyo_e style with clear line work and color palette; structure perfectly preserved; minimal artifacts, clean output.",3,4,3,Moderate Ukiyo_e styling with some line emphasis; structure well maintained; minor smudging and color bleeding near edges.
Early_Renaissance__pisanello_stork-1430__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,4,2,3,2,Faint Rococo-like washes but lacks ornamental detail; structure preserved but overly muted; heavy vignetting and edge artifacts degrade quality.,5,5,4,"Strong Rococo aesthetic with floral motifs, soft pastels, and decorative borders; bird structure intact; minor background smudging but overall clean.",3,4,5,"Moderate Rococo influence via color washes; structure well-preserved; very clean output with minimal artifacts, though style is less distinctive than D."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a washed-out, blurry version of the source with no stylistic transformation.",5,5,5,"Perfectly captures the target style with clean geometry, flat colors, and sharp lines while preserving the source composition flawlessly.",2,3,2,"Similar to LBM, this output is a degraded, blurry version of the source that fails to apply the target style."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like haze but lacks ornamental detail; structure blurred; heavy vignetting and smudging artifacts.,5,5,5,"Excellent Rococo styling with ornate frame, soft pastel tones, and faithful preservation of source composition and facial details; minimal artifacts.",3,4,3,Moderate Rococo feel with some color softening; structure mostly preserved but slightly washed out; mild blurring and low contrast reduce clarity.
