case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,1,2,1,LBM output is nearly featureless and lacks both stylistic and structural fidelity to the target.,3,5,5,Seedream preserves structure excellently with minimal artifacts but applies only a mild Renaissance-style wash.,5,4,3,"SaMAM strongly captures Early Renaissance painterly texture and color palette, with slight structural softening and minor blotchy artifacts."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and abstract; loses all structural detail and fails to convey Impressionist brushwork or color harmony.,4,5,5,Strong Impressionist palette and visible brushstrokes; preserves architectural structure cleanly with minimal artifacts.,5,4,4,Most vividly captures Impressionist style with rich color and texture; slight softening of edges but overall excellent balance.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Minimalism,Impressionism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,4,Overly blurred; minimalism implied but lacks clarity or intentional simplification.,3,5,3,Strong geometric abstraction aligns with minimalism; preserves structure well but introduces stylized artifacts.,5,4,5,"Best balance: retains source structure while applying clean, muted tones and reduced detail — true minimalism."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely lost structure and style; appears as a blurred texture with no discernible content or Rococo characteristics.,5,5,5,"Excellent Rococo style transfer with ornate pastel colors, soft brushwork, and clear preservation of architectural structure from source. Minimal artifacts.",4,4,4,"Strong Rococo aesthetic with vibrant pastels and decorative elements, but slightly less refined than D; minor structural blurring and some color bleeding artifacts."
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,"Panel C is nearly blank or heavily blurred; no discernible Ukiyo-e style, structure, or content preserved.",5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and decorative patterns; architecture and composition well preserved; minimal artifacts.",4,4,4,Good Ukiyo-e influence with stylized textures and color palette; structure mostly intact but slightly distorted; minor smudging or blending artifacts present.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and abstract; loses all figure structure and stylistic coherence.,5,5,5,"Excellent Impressionist brushwork, preserves pose and composition cleanly, no artifacts.",4,4,4,"Good style and structure, but slightly less refined brushwork and minor edge smudging."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and minimalism intent.,5,5,5,"Clean geometric forms, flat colors, sharp edges — perfect minimalism with full structure retention.",3,4,3,Retains figure structure but adds sketchy texture; partially conflicts with minimalism.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,"Perfectly captures Rococo ornamentation, color palette, and framing while preserving pose and composition.",3,4,3,Retains structure well but applies a generic sketchy style rather than true Rococo refinement.
Impressionism__edgar-degas_ancer-with-red-stockings__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely blurred; no Ukiyo-e style or structure preserved.,5,5,5,"Strong Ukiyo-e aesthetic with clean lines, flat color blocks, and faithful structure retention.",4,4,4,Good Ukiyo-e influence but slightly rougher edges and minor structural distortion compared to D.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Extremely blurry and indistinct; no discernible Renaissance style or structure preserved.,5,5,5,"Strong Early Renaissance portraiture style with clear facial structure, soft chiaroscuro, and minimal artifacts.",4,3,3,Renaissance sketch-like style present but with visible noise and slight structural distortion in face and fur.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,"Very blurry, loses facial structure and texture; minimal impressionistic brushwork or color variation.",3,5,4,Preserves face and hat shape well; soft edges and muted tones suggest impressionism but lacks dynamic brushstrokes.,5,4,5,"Strong impressionistic sketch style with visible strokes, tonal variation, and preserved facial structure; clean output with no artifacts."
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred, loses facial structure and style intent; minimalism not clearly expressed.",5,5,5,Clean geometric abstraction with flat colors and sharp edges — strong minimalism while preserving source structure and avoiding artifacts.,3,4,3,Retains sketchy texture and shading — closer to original than target style; some noise and softness reduce minimalism.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurred; no discernible Rococo features or structure.,5,5,5,Strong Rococo styling with clear structure and minimal artifacts.,3,4,3,Retains structure but lacks refined Rococo detail; slight smudging.
Impressionism__edgar-degas_study-of-gentile-bellini-1855__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and indistinct; minimal Ukiyo-e traits, poor detail retention.",5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and stylized features; structure well preserved; clean output.",3,4,3,"Some Ukiyo-e influence in line work and shading, but noisy texture and inconsistent rendering reduce style fidelity and control."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,2,Overly blurred and abstract; loses both style and structure.,3,3,3,Moderate style transfer with some structural clarity but noticeable artifacts.,5,5,5,Strong Early Renaissance style with clear structure and minimal artifacts.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,2,3,2,Overly blurred; loses both style and structure.,5,4,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,4,5,4,"Excellent structure retention, slightly less expressive brushwork than D."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,3,Overly blurred and abstract; loses all structural detail and minimalism intent.,5,5,5,"Clean geometric shapes, flat colors, clear composition — perfect minimalism with full structure retention.",3,4,4,"Retains source structure but adds painterly texture; not fully minimal, slight artifacts in shading."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Rococo,Impressionism,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,3,4,3,Moderate Rococo framing and softness; retains scene layout but introduces decorative artifacts.,5,5,5,Strong Rococo color palette and ornamental feel; perfectly preserves source composition with minimal artifacts.
Impressionism__edouard-manet_tarring-the-boat-1873__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses Ukiyo-e linearity and color blocking; structure is vague but not distorted.,5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized waves and figures; structure faithfully preserved with minimal artifacts.",3,4,4,Retains structure well but style is muted — lacks crisp lines and vibrant color separation typical of Ukiyo-e; slight smudging in sky and water.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and abstract; loses both style and structure.,5,5,5,Strong Early Renaissance palette and brushwork; preserves composition cleanly.,4,4,4,Good style and structure but slightly less refined than D in texture and detail.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Panel C is nearly blank — no discernible style or structure transferred; likely failed generation.,5,5,5,"Strong Impressionist brushwork, clear scene structure from source, minimal artifacts — best overall match.",4,4,4,"Good Impressionist style and structure, but slightly less refined brush texture and minor smudging near figures."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,Clean geometric abstraction with flat colors and simplified forms; preserves source layout while enforcing minimalism effectively.,3,4,3,Retains source structure but applies painterly texture instead of true minimalism; artifacts from brushstroke simulation reduce clarity.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,"Excellent Rococo softness, pastel tones, and ornamental framing while preserving scene layout and figures.",3,4,3,Retains structure well but leans more Impressionist than Rococo; slight color muddiness.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and lacks clear Ukiyo-e stylistic markers; structure is preserved but style is weak and noisy.,5,5,5,"Strong Ukiyo-e influence with clean lines, stylized clouds, and color palette; structure well preserved; minimal artifacts.",3,4,3,"Some Ukiyo-e coloring and brushwork hints, but less consistent; structure mostly intact; minor smudging and color bleeding."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Early_Renaissance,Impressionism,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses structural clarity and stylistic detail.,3,5,3,Strong structure retention with moderate stylistic adaptation; slight haze reduces crispness.,5,4,5,"Best balance: clear Early Renaissance painterly texture, well-preserved ship structure, minimal artifacts."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Impressionism,Impressionism,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses both style detail and structure.,4,5,4,Strong Impressionist brushwork with excellent structural fidelity; minor color bleeding.,5,4,5,"Best balance: vivid Impressionist texture, clean edges, no smearing or distortion."
