case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e01_style_specificity,QEdgePattn_e01_structure_preservation,QEdgePattn_e01_artifact_control,QEdgePattn_e01_note
Minimalism__pino-pinelli_pittura-r-1993__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Very faint, washed-out impressionistic texture; lacks color richness and brushstroke definition. Structure is preserved but style is underdeveloped.",5,5,5,Strong impressionistic brushwork with vibrant reds and soft background blending. Excellent structure retention and minimal artifacts. Best overall match to target style.,3,4,4,Moderate impressionistic effect with visible strokes but muted colors. Some edge softening artifacts. Good structure but less stylistic fidelity than Seedream.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; structure is somewhat preserved but colors and textures are muddy and indistinct.,5,5,5,"Excellent Ukiyo-e style transfer with clear line work, flat color planes, and compositional fidelity to the source. Minimal artifacts.",3,4,3,"Moderate Ukiyo-e styling with some edge definition, but lacks the crispness and color harmony of the target. Some smudging and loss of detail."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean vector-like minimalism with strong structural fidelity and no visible artifacts.,2,3,2,"Similar to LBM — hazy, low contrast, minimalism implied but poorly rendered; structure faintly preserved."
Minimalism__yves-gaucher_traces-2000__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Completely fails to apply style; output is nearly blank with only a faint line. No Renaissance characteristics preserved.,5,5,5,"Perfectly transfers the Early Renaissance style while preserving the source’s horizontal line structure. Clean, artifact-free, and stylistically faithful.",1,2,1,Output is almost entirely blank with minimal visible content. Fails to convey any stylistic or structural elements from either source or target.
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Early_Renaissance,Impressionism,Early_Renaissance,QEdgePattn_e01,QEdgePattn_e01,QEdgePattn_e01,QEdgePattn_e01,4,2,3,2,Very faint and inconsistent Early Renaissance style; heavy smudging and loss of detail in ships and water.,3,4,3,"Moderate style transfer with better structure than LBM, but still lacks clear Renaissance characteristics; some blurring and color bleeding.",4,5,4,Best preservation of ship structure and water reflections; subtle but recognizable Early Renaissance texture and palette; minor edge artifacts.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic texture but overly washed-out colors and low contrast; structure preserved but lacks vibrancy.,5,5,5,"Excellent match to Impressionist style with rich color blending, visible brushwork, and faithful structural retention; minimal artifacts.",2,3,2,Overly smooth and painterly but lacks true Impressionist fragmentation; noticeable edge smearing and loss of detail in foreground elements.
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, washed-out impressionistic texture; lacks color and brushwork fidelity. Structure is preserved but overly desaturated and low-contrast.",5,5,5,"Excellent impressionist rendering with vibrant colors, visible brushstrokes, and accurate structural alignment. Minimal artifacts; best overall match to target style.",2,4,3,"Similar to LBM-Knee_e13 — very pale, low-saturation output with minimal stylistic transfer. Structure intact but visually underwhelming and artifact-prone in edges."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,3,2,"Heavy blur and color bleeding obscure structure; impressionistic texture is present but overly diffuse, reducing fidelity to both source and target.",5,5,5,Excellent balance: retains clear subject and composition while applying authentic Impressionist brushwork and color palette with minimal artifacts.,4,4,3,Good style transfer with visible brushstroke patterns; slight over-saturation and minor edge halos reduce artifact control compared to Seedream.
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; mostly preserves source structure but lacks Impressionist brushwork or color palette. Some softening but no clear stylistic intent.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, warm palette, and atmospheric blending while perfectly preserving the original composition and details.",3,4,4,"Moderate style application — some texture and color shifts toward Impressionism, but less cohesive than Seedream. Structure well preserved, minor artifacts in background."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; loses facial detail and texture, minimal impressionistic brushwork, heavy fog-like artifact obscures structure.",5,5,5,"Excellent impressionist rendering with visible brushstrokes, preserves portrait structure and facial features, no artifacts, strong stylistic fidelity to reference.",3,3,3,Moderate impressionist effect but suffers from smudging and loss of edge definition; some structural blur and soft artifacts reduce clarity.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out; some structural clarity retained but lacks texture depth.,5,5,5,"Excellent Impressionist style with visible brushstrokes, color harmony, and well-preserved structure; minimal artifacts.",4,4,4,Good stylistic rendering with soft edges and palette; slight over-smoothing reduces textural richness but remains clean.
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out lines; minimal style transfer; structure preserved but lacks boldness or clarity.",5,5,5,"Strong minimalism: clean lines, high contrast, no artifacts, faithful to source structure and target aesthetic.",3,4,4,Good structure retention and moderate style transfer; slight softness reduces minimalism impact compared to D.
Minimalism__fernando-lanhas_o39-68-1968__to__Impressionism,Minimalism,Impressionism,QEdgePattn_e01,QEdgePattn_e01,QEdgePattn_e01,QEdgePattn_e01,4,2,4,3,Minimal style transfer; mostly preserves source geometry with slight color desaturation. No clear impressionistic brushwork or texture. Structure is well preserved but lacks stylistic intent.,3,2,2,"Attempts stylization with swirling dark forms and smudged textures, but distorts source structure significantly. Some impressionistic flair in texture, but artifacts and structural loss reduce quality.",4,5,5,Best balance: retains source structure precisely while applying subtle impressionistic shading and edge softening. Clean output with no visible artifacts. Style is restrained but appropriate for the abstract source.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,4,3,4,3,Moderate Renaissance texture and color warmth applied; structure preserved but lacks architectural framing; minor smudging artifacts.,5,4,4,"Strong Early Renaissance aesthetic with arched frame, aged parchment tone, and subtle brushwork; structure slightly distorted by arch but stylistically appropriate; minimal artifacts.",2,5,5,"Excellent structural fidelity and clean edges; however, style transfer is weak — lacks Renaissance texture, color, or framing; appears more like a stylized graphic than a period painting."
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean geometric abstraction with flat colors and simplified forms; faithful to minimalism while preserving scene layout.,2,3,2,"Similar to LBM — too diffuse, lacks clear stylistic intent, artifacts from over-smoothing."
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but fails to apply Renaissance style; output remains grayscale line art with no color or painterly texture.,5,5,5,"Excellent transfer: rich Renaissance palette, chiaroscuro lighting, and painterly texture applied faithfully while preserving the original composition and ornate frame structure. No visible artifacts.",2,4,3,Similar to LBM — retains structural fidelity but lacks stylistic transformation; output is monochrome sketch-like with no Renaissance painting characteristics.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Fails to apply minimalism; appears as a desaturated, low-contrast version of the source with no stylistic intent.",5,5,5,"Perfectly captures the minimalist aesthetic through clean geometry, bold color, and sharp shadows while preserving the source structure.",2,4,3,"Similar to LBM, this output lacks stylistic transformation and appears as a washed-out, low-contrast version of the source."
Early_Renaissance__domenico-ghirlandaio_st-stephen-st-jacobo-st-peter__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy smearing and loss of detail; style is vague and not clearly Rococo; structure partially preserved but distorted.,5,5,5,"Excellent preservation of original composition and figures; subtle, appropriate Rococo-style softness and color harmony; minimal artifacts.",3,4,3,Structure well preserved; some Rococo-like softness applied but inconsistent; minor edge artifacts and uneven texture application.
Impressionism__armand-guillaumin_valley-in-pontgibaud-1890__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,2,Overly blurred and washed-out; loses texture and color fidelity of Impressionism. Structure is distorted with smearing artifacts.,5,5,5,"Excellent preservation of source structure while applying rich, textured Impressionist brushwork. Colors are vibrant and stylistically coherent. Minimal artifacts.",4,4,3,"Good stylistic match with visible brushstroke patterns, but slightly muted colors and minor edge halos. Structure is mostly preserved but less crisp than Seedream."
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very washed out and hazy; lacks the vibrant color and distinct brushwork of Impressionism. Structure is preserved but the image appears foggy.,5,5,5,Excellent translation of the Impressionist style with vibrant colors and visible brushstrokes. The composition and details of the source image are perfectly preserved without artifacts.,3,4,4,Captures the general mood and color palette of Impressionism better than LBM but lacks the sharpness and distinct texture of Seedream. Structure is well maintained.
Rococo__louise-elisabeth-vigee-le-brun_the-bather-1792__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out style; lacks Ukiyo-e linearity and color blocking. Structure preserved but overly blurred.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color regions, stylized shading. Faithful to source pose and composition. Clean output.",3,4,4,Moderate Ukiyo-e influence with some edge definition and muted tones. Slight haze reduces clarity but structure remains intact.
